Date,Average of pres0,Average of pres1,Average of pres2,Average of pres3,Average of pres4,Average of pres5,Average of pres6,Average of pres7,Average of pres8,Average of pres9,Average of pres10,Average of pres11,Average of pres12,Average of pres13,Average of pres14,Average of pres15,Average of pres16,Average of pres17,Average of pres18,Average of pres19,Average of pres20,Average of pres21,Average of pres22,Average of pres23,Average of pres24,Average of pres25,Average of pres26,Average of pres27,Average of pres28,Average of pres29,Average of pres30,Average of pres31,Average of pres32,Average of pres33,Average of pres34,Average of pres35
2/21/2004,101602.6592,101603.4814,101584.1905,101548.7158,101588.8233,101595.1622,101573.2801,101518.0885,101578.888,101585.5007,101587.0551,101550.9717,101569.6536,101548.8382,101523.2995,101517.9963,101529.3028,101491.3292,101473.5,101470.9405,101456.4338,101432.9364,101361.5316,101370.7039,101348.4874,101314.6894,101305.6068,101301.9196,101348.7932,101200.83,101162.705,101192.5711,101374.5138,101203.6953,101129.0286,101120.7999
2/22/2004,101902.3251,101895.1749,101874.4171,101845.3658,101896.9552,101892.8651,101864.733,101816.4827,101889.6372,101888.9688,101886.2979,101852.963,101877.4776,101853.8818,101828.6984,101823.411,101841.999,101804.1569,101783.9817,101776.0791,101777.9986,101758.5761,101680.802,101680.7194,101674.1243,101647.3838,101631.7452,101619.5853,101677.324,101533.519,101493.6162,101516.5452,101708.4334,101536.5255,101457.1087,101438.4654
2/23/2004,101873.6827,101874.1994,101849.7281,101802.4903,101867.5878,101871.4568,101843.8761,101778.0472,101854.0249,101856.615,101855,101814.7098,101837.3538,101813.7965,101787.6164,101781.7355,101801.3307,101764.9736,101744.1577,101734.8631,101739.5867,101722.9472,101643.5562,101639.6853,101635.3278,101607.9903,101587.0837,101568.1581,101628.7143,101483.7087,101439.7615,101455.5487,101650.8103,101478.4063,101397.827,101378.535
2/24/2004,101320.3263,101324.7486,101311.2205,101288.3263,101300.8065,101307.3509,101286.7834,101243.5256,101289.0241,101293.4759,101291.0313,101260.5149,101280.006,101255.2212,101224.3842,101219.4975,101238.5515,101200.7617,101177.8097,101169.7212,101164.5149,101145.984,101070.3178,101072.7038,101051.3224,101017.5771,101003.0607,100997.3008,101029.6502,100881.1413,100841.4315,100875.7876,101035.4382,100865.0824,100792.1225,100791.9194
2/25/2004,100819.3722,100832.9283,100823.7656,100797.5842,100803.3722,100824.4925,100819.0231,100772.0415,100794.4709,100819.0529,100840.0859,100811.2855,100785.5117,100785.1903,100781.0011,100786.4709,100749.9325,100730.8786,100729.8022,100740.7979,100688.0856,100679.0966,100621.3217,100640.1726,100590.5156,100562.9648,100563.228,100572.7979,100587.5774,100445.1179,100414.6896,100461.6999,100611.8381,100446.1655,100380.6239,100390.2234
2/26/2004,101052.1825,101043.0487,101019.7457,100987.571,101040.9237,101035.1634,101005.5195,100955.5703,101031.9922,101029.3164,101023.7599,100988.7347,101020.2401,100993.767,100964.647,100957.7813,100977.7965,100936.2251,100915.7166,100911.0618,100903.1204,100876.8509,100804.647,100812.9957,100794.2908,100761.1847,100752.4297,100748.6765,100798.1889,100652.9968,100615.7596,100644.7638,100826.6982,100656.7777,100577.8835,100561.7962
2/27/2004,101745.9261,101740.1953,101717.7955,101679.1626,101746.5366,101747.7298,101717.3587,101652.1953,101736.7919,101735.9194,101730.479,101685.3011,101723.6435,101696.0639,101664.6751,101654.4354,101683.875,101641.1122,101617.5771,101608.7628,101616.239,101587.9918,101508.777,101511.3952,101513.4904,101477.3306,101463.0181,101452.7191,101521.7809,101371.5845,101330.6538,101353.8974,101554.2461,101379.2926,101296.0355,101275.7887
2/28/2004,102372.3363,102363.4314,102336.412,102289.7486,102379.7378,102378.7914,102349.4066,102280.1484,102382.7982,102385.5805,102386.1654,102338.8332,102380.9898,102360.0363,102335.7714,102323.195,102347.6264,102307.6124,102287.5217,102281.3159,102282.569,102255.6332,102177.3859,102179.9738,102181.2255,102143.9667,102126.5472,102109.8522,102188.8227,102035.5285,101990.0608,102002.7225,102221.0727,102043.2925,101957.2259,101927.3682
2/29/2004,102417.7744,102416.5685,102399.2505,102368.1163,102424.1733,102428.841,102405.3493,102352.3056,102421.4251,102427.5997,102431.5519,102398.4609,102412.9168,102395.2987,102375.5712,102373.6884,102388.8222,102353.5473,102334.5744,102324.5221,102340.71,102321.6604,102238.9127,102233.6788,102248.21,102216.6241,102198.6682,102189.8952,102247.6847,102098.8649,102060.579,102095.9669,102274.0363,102101.5381,102025.7923,102024.6627
3/1/2004,102369.1977,102368.973,102354.4137,102331.3738,102357.3895,102363.6613,102348.8457,102309.0691,102355.118,102368.9734,102381.6777,102356.3336,102350.5102,102342.1586,102331.6297,102334.5734,102320.75,102295.2137,102285.2926,102285.7414,102263.1164,102253.8059,102182.7977,102189.8367,102166.2223,102145.5813,102138.4457,102138.0293,102174.6379,102034.093,102001.4539,102040.5898,102212.8453,102042.8305,101969.1016,101971.2457
3/2/2004,102373.6484,102380.7844,102368.816,102344.9762,102370.1285,102381.1047,102368.432,102327.057,102370.6398,102386.9922,102401.841,102376.8176,102367.3133,102361.3281,102352.7211,102356.432,102339.409,102316.3371,102307.3766,102307.9844,102283.2484,102277.7766,102207.216,102213.7449,102185.6813,102166.8656,102160.5281,102163.9211,102186.9281,102047.2801,102017.0082,102064.432,102219.2801,102050.3527,101977.7129,101988.5277
3/3/2004,102427.5353,102425.5841,102405.5934,102373.3478,102420.3739,102422.4461,102401.7827,102353.3255,102416.3813,102425.2493,102433.8125,102402.5748,102407.33,102395.6261,102382.5223,102383.0707,102374.811,102344.9442,102334.705,102336.5644,102317.4554,102297.9807,102229.8367,102240.2284,102223.314,102189.8508,102184.1228,102187.8694,102227.3981,102080.9903,102047.8017,102090.4985,102256.2284,102087.3601,102016.7772,102018.6057
3/4/2004,102193.5895,102196.9232,102179.3236,102146.4427,102186.2038,102192.2288,102169.7757,102116.9762,102178.8428,102184.4958,102185.6963,102150.8164,102170.0967,102149.3503,102124.4961,102120.3356,102134.363,102098.2565,102078.7103,102072.3626,102069.1895,102049.749,101974.2031,101978.8154,101966.8975,101937.3763,101928.9762,101930.71,101968.3896,101824.1755,101791.1631,101834.763,101996.4691,101829.0296,101759.4564,101765.4027
3/5/2004,102110.9371,102107.9189,102089.3292,102061.9304,102113.3136,102110.8452,102084.3307,102036.2701,102109.1998,102110.4494,102110.8757,102077.0476,102097.4665,102077.9304,102057.0238,102053.3668,102056.9022,102025.2984,102009.7552,102007.3787,101987.599,101974.8296,101903.8199,101911.2262,101879.5911,101856.1856,101848.9944,101850.2734,101875.5993,101734.4952,101701.6101,101743.0592,101900.7727,101734.7091,101665.1908,101672.2924
3/6/2004,102113.9691,102122.7682,102106.1553,102070.9557,102100.4222,102110.8493,102092.3158,102039.7018,102094.3688,102103.9688,102107.8089,102073.5156,102089.7549,102071.4359,102047.3024,102042.7155,102052.3154,102020.8486,102001.4095,101995.3551,101981.3285,101972.1016,101897.1693,101900.5824,101870.6885,101849.5417,101839.9421,101839.8353,101860.7152,101719.9421,101686.7686,101729.9417,101881.6481,101714.3411,101643.8356,101649.863
3/7/2004,102095.4609,102084.8858,102059.6205,102027.0417,102086.6231,102075.6213,102042.7377,101994.9513,102076.3523,102070.6834,102064.8021,102031.2478,102058.8583,102033.0458,102006.7147,102002.2344,102012.8092,101972.7943,101955.9107,101955.0264,101937.7165,101910.8664,101842.356,101854.699,101827.4531,101790.9126,101784.5126,101785.7321,101824.8627,101676.4137,101639.9334,101675.5606,101846.3181,101676.5048,101601.3192,101595.7426
3/8/2004,102026.7449,102014.3289,101986.841,101948.4086,102027.0004,102015.4805,101979.673,101923.1605,102018.3605,102011.0645,102003.5125,101964.3441,102001.1445,101973.241,101945.6887,101937.0164,101963.8953,101920.2484,101899.5758,101892.3121,101900.1531,101871.0324,101793.7844,101794.7129,101797.1762,101761.2402,101743.0957,101725.9441,101801.3367,101652.2488,101607.7047,101620.3766,101829.6559,101654.8727,101568.7277,101535.6082
3/9/2004,101844.666,101837.2523,101813.7054,101779.4652,101843.1986,101836.3717,101802.1852,101747.9189,101837.0921,101829.8385,101818.8786,101780.985,101826.7728,101793.946,101757.6787,101747.7861,101786.9854,101742.7985,101713.3587,101698.0251,101715.4124,101694.1325,101607.6263,101603.625,101604.1042,101577.0641,101560.7728,101550.9583,101605.2259,101458.0778,101419.3327,101450.6917,101635.1722,101459.8669,101378.9587,101368.3197
3/10/2004,101810.4933,101807.9948,101784.3445,101743.1715,101804.093,101805.1291,101777.3966,101716.109,101798.3947,101799.8571,101796.9312,101754.9952,101791.1414,101766.0893,101736.4673,101726.7143,101750.7902,101705.2589,101684.6577,101681.1518,101673.4111,101640.3136,101567.8106,101578.4479,101561.8069,101521.4576,101512.3449,101508.0175,101565.4959,101412.5658,101372.3679,101399.1257,101591.9795,101417.1365,101334.3025,101317.1752
3/11/2004,102347.1844,102343.2484,102320.6242,102282.0648,102353.648,102353.0723,102324.1445,102262.0004,102352.816,102354.1285,102353.3281,102309.3598,102345.968,102323.5043,102298.6082,102288.1762,102316.0168,102277.4887,102255.1523,102244.1121,102258.9609,102237.5844,102153.584,102149.7773,102160.3047,102128.3359,102110.4176,102099.2492,102163.0254,102012.1777,101971.984,102001.4883,102192.5914,102016.3363,101935.8566,101924.3039
3/12/2004,102193.9705,102191.9048,102172.7915,102142.5082,102186.494,102188.2685,102165.1129,102115.3668,102184.8636,102189.6655,102191.2362,102156.0934,102181.7212,102161.505,102137.6499,102131.5419,102153.6218,102115.4531,102094.043,102084.2401,102099.3668,102074.1456,101992.8949,101991.2937,102007.6133,101970.2912,101953.9407,101944.7188,102014.2457,101863.4961,101823.7592,101853.228,102044.7624,101871.0025,101790.9727,101777.707
3/13/2004,102241.8935,102235.9992,102216.8331,102191.7714,102243.6447,102238.0872,102210.8026,102168.2253,102241.6916,102241.9605,102242.2981,102213.06,102231.6201,102211.8475,102191.4005,102189.2459,102198.8117,102163.9819,102146.567,102140.5715,102142.3232,102121.4729,102044.3018,102045.9519,102047.097,102014.2553,102000.6131,101993.9104,102051.4091,101903.2993,101865.2035,101896.8997,102081.4901,101910.4408,101834.5843,101827.477
3/14/2004,102311.641,102305.6365,102287.8702,102261.7199,102309.5986,102311.0614,102290.856,102245.8731,102313.6522,102321.8188,102328.7675,102298.4438,102314.4438,102300.699,102284.1507,102281.1343,102289.362,102260.5004,102242.8858,102234.4144,102236.4859,102227.5565,102147.2522,102143.199,102141.7347,102121.1324,102104.7377,102094.1622,102144.9063,102004.1045,101967.1983,101997.9189,102178.4591,102008.6161,101934.6503,101929.5915
3/15/2004,102032.6765,102034.2173,102020.3409,101996.9819,102037.3029,102040.7638,102017.2589,101971.7887,102034.3924,102037.8256,102037.9709,102007.7457,102026.5671,102005.6804,101981.5636,101978.1016,101992.0373,101960.1822,101939.1783,101929.2582,101930.0728,101920.3569,101840.5309,101837.9411,101828.6619,101810.3928,101796.022,101786.6832,101832.6179,101694.7567,101659.033,101689.4616,101867.2656,101699.4986,101625.4616,101620.4581
3/16/2004,101516.0316,101524.1005,101507.1556,101473.0958,101502.035,101510.6043,101489.6807,101438.6192,101494.5479,101500.393,101499.3359,101466.7796,101489.3176,101465.9453,101435.837,101430.1607,101446.8567,101406.6464,101385.5272,101381.6301,101368.3865,101342.8971,101272.0523,101281.679,101258.9735,101225.054,101215.5092,101208.9711,101262.2296,101116.5594,101077.2972,101100.0313,101289.9164,101120.0659,101043.2106,101024.4005
3/17/2004,101471.7626,101464.7217,101440.7057,101404.1053,101459.5409,101455.4572,101424.5238,101369.3315,101450.641,101446.3147,101436.8359,101398.1927,101441.5283,101410.4133,101374.5428,101363.8162,101398.6492,101352.8743,101326.6038,101317.1871,101324.2567,101292.5309,101215.4568,101219.5722,101216.4327,101174.0406,101159.8073,101151.5484,101211.6775,101059.6927,101018.1231,101043.2969,101229.2024,101057.8341,100979.9688,100966.5286
3/18/2004,101867.6685,101865.6254,101845.6637,101813.176,101860.3233,101861.6938,101838.2876,101787.6674,101855.3858,101860.3229,101862.8832,101829.0242,101847.2485,101828.5975,101807.4773,101803.6369,101816.0413,101783.3408,101764.5361,101756.369,101758.3493,101744.7574,101665.5807,101663.66,101659.6071,101635.622,101620.3531,101611.1187,101661.5874,101518.776,101481.442,101512.3147,101692.8259,101522.6161,101447.1265,101440.6354
3/19/2004,102254.6673,102248.4411,102232.1509,102211.233,102256.8484,102254.3473,102229.0082,102186.2152,102251.4957,102253.5028,102254.9581,102225.2273,102238.609,102219.8455,102200.4698,102198.8125,102206.522,102172.4268,102156.3679,102151.1907,102149.6193,102131.4964,102055.8888,102057.4009,102052.5433,102025.5465,102012.2241,102004.1942,102058.6523,101915.7283,101878.6083,101907.6119,102091.9325,101922.1864,101844.3398,101835.0302
3/20/2004,102398.3746,102400.6853,102384.1523,102355.1398,102389.4497,102395.352,102376.0447,102327.7248,102386.2852,102395.033,102400.3663,102367.5486,102382.1259,102365.6285,102345.7526,102342.3377,102359.7969,102324.668,102305.2552,102295.0139,102311.3702,102292.2765,102210.533,102205.9475,102220.7743,102190.6589,102174.0187,102166.0903,102224.8628,102079.5117,102042.6055,102077.4852,102255.3694,102087.9744,102017.2543,102017.5391
3/21/2004,102079.8391,102076.4793,102049.4719,102000.2863,102075.7109,102075.8383,102044.4148,101974.8148,102061.7906,102060.7672,102056.0629,102011.0074,102043.6469,102017.1512,101988.5754,101980.3188,102009.5348,101969.791,101946.6543,101934.7508,101952.7355,101930.207,101847.9668,101843.1988,101856.0309,101825.4391,101806.7508,101792.4156,101861.4391,101716.3508,101675.8715,101698.3027,101892.8313,101722.0785,101644.2859,101625.8859
3/22/2004,101887.9711,101872.8618,101848.5686,101818.0163,101887.804,101876.7283,101841.3339,101787.9083,101879.1498,101870.8023,101860.9514,101821.5778,101863.484,101832.9579,101801.766,101792.6658,101828.785,101785.7938,101759.9151,101745.9185,101773.4385,101745.0003,101660.3808,101654.7599,101680.6943,101643.7133,101623.5669,101607.929,101689.8478,101540.9511,101498.6559,101518.7741,101722.0999,101548.7143,101466.126,101440.1647
3/23/2004,102376.288,102369.3349,102343.9098,102301.5234,102396.8555,102390.8327,102355.8651,102291.0206,102393.3636,102389.7567,102386.8192,102344.375,102376.8693,102353.5092,102331.429,102325.2621,102349.9304,102310.2805,102290.1779,102279.5025,102307.6321,102277.7273,102193.9169,102189.5529,102226.468,102186.9933,102169.131,102157.8725,102245.4361,102094.1058,102054.2798,102081.4219,102286.0472,102113.5966,102036.8544,102020.0405
3/24/2004,102692.1747,102687.5501,102666.3136,102630.4446,102690.3121,102692.6705,102669.1928,102609.6726,102686.5028,102693.5994,102699.3022,102657.0618,102677.892,102662.3565,102645.25,102638.647,102652.146,102617.9063,102601.9933,102595.8256,102604.7571,102581.5426,102503.1126,102504.4222,102519.695,102486.5018,102474.6332,102470.619,102537.7894,102390.6481,102355.5352,102391.1428,102579.9126,102409.1491,102334.2408,102326.9975
3/25/2004,102708.7288,102698.5182,102675.2972,102643.4182,102709.308,102704.1272,102679.0145,102628.0893,102714.8549,102719.548,102725.4602,102687.2433,102713.8196,102699.7686,102684.9885,102677.7653,102688.798,102656.3713,102641.1629,102636.013,102641.6522,102618.8237,102541.6879,102544.0666,102556.5915,102517.8873,102506.3062,102506.3058,102562.5346,102411.4647,102376.2946,102419.5711,102591.7307,102422.1607,102349.9022,102352.8278
3/26/2004,102499.9334,102499.0815,102481.1306,102454.9204,102509.3813,102506.4565,102482.0138,102436.5744,102509.9308,102514.8367,102522.3039,102489.7254,102498.715,102486.6466,102476.5592,102475.9498,102476.6507,102447.3635,102435.6295,102431.3322,102435.2935,102420.1172,102343.1644,102340.9702,102348.1324,102318.9967,102303.4844,102297.4513,102348.2545,102202.6384,102166.3415,102204.2541,102375.7124,102208.0941,102135.1034,102138.2124
3/27/2004,102386.449,102382.9815,102360.4794,102321.9108,102382.4412,102384.8331,102361.4564,102304.3951,102381.6332,102388.2015,102392.479,102354.6509,102377.928,102361.1534,102341.2459,102335.7882,102348.7574,102316.2192,102297.9618,102290.4836,102290.8882,102276.7405,102198.3232,102198.9297,102192.3281,102167.368,102156.3869,102155.6123,102194.0123,102051.0222,102018.0461,102062.037,102224.3956,102056.6484,101985.8092,101991.604
3/28/2004,102097.0195,102094.075,102068.5055,102024.7625,102094.3621,102092.5059,102064.9227,102006.3309,102084.3465,102087.6754,102091.4824,102055.4191,102065.5941,102049.1465,102033.5625,102032.6027,102030.7797,101998.4586,101987.002,101986.8742,101970.7152,101954.491,101883.8039,101890.107,101868.2828,101842.9383,101833.2426,101829.6582,101869.7223,101726.907,101691.3219,101725.2098,101899.8039,101730.3297,101655.5457,101655.7379
3/29/2004,101974.8144,101971.4926,101952.2307,101923.8586,101965.9754,101965.3668,101943.3921,101898.9289,101964.971,101970.8225,101975.4546,101944.7649,101960.7344,101944.6734,101926.3873,101923.0949,101931.5685,101899.5997,101882.8984,101876.7414,101875.2188,101860.01,101783.2403,101783.2102,101778.5778,101751.2719,101736.7042,101728.3229,101779.2786,101635.4315,101597.7024,101628.1473,101807.8962,101637.8999,101561.7087,101555.615
3/30/2004,101958.9212,101949.1882,101925.641,101892.0413,101950.5212,101945.3477,101915.1615,101861.8809,101938.2285,101936.0413,101931.8281,101895.9079,101921.0273,101895.7744,101869.5879,101864.3613,101884.2549,101845.6947,101825.2946,101817.055,101820.8952,101801.2409,101723.0016,101723.0814,101716.2539,101689.3743,101675.3216,101667.2946,101717.2145,101573.5612,101535.988,101566.4938,101745.9876,101575.2145,101497.0814,101485.1882
3/31/2004,101639.8753,101639.9868,101622.429,101591.9314,101627.605,101630.6933,101603.2846,101550.4986,101603.8685,101603.7568,101599,101565.6923,101576.2925,101549.5795,101520.6128,101519.0262,101528.8492,101488.3624,101470.7198,101468.6342,101452.662,101429.2323,101358.9433,101368.3203,101337.212,101306.5469,101297.8665,101295.1936,101331.6457,101185.4484,101148.0489,101180.3281,101353.1559,101181.8859,101104.1963,101094.7347
4/1/2004,101461.1793,101445.7905,101421.8477,101392.9322,101455.0994,101443.2021,101406.7212,101358.5163,101437.0327,101426.8232,101414.9524,101383.5057,101411.6665,101378.9098,101346.6186,101342.9538,101371.783,101325.7021,101302.0522,101291.608,101307.8697,101278.4006,101198.0522,101195.8406,101200.1751,101161.1062,101141.1207,101127.3324,101188.5671,101035.7532,100991.7678,101015.185,101201.7756,101029.4705,100949.4993,100935.1868
4/2/2004,101558.6108,101553.5206,101531.1786,101495.0476,101548.1957,101546.7702,101515.2067,101457.462,101534.2905,101529.6076,101518.815,101479.717,101519.8327,101486.4954,101448.473,101438.9016,101478.581,101435.033,101405.0984,101388.8942,101406.5824,101387.4119,101300.9237,101294.1165,101294.1754,101268.7202,101247.6879,101229.3022,101291.0323,101145.6371,101102.5813,101121.0256,101317.6509,101142,101060.6325,101040.6477
4/3/2004,101530.4503,101512.0661,101488.793,101465.2869,101528.0067,101512.7344,101476.2844,101433.6665,101516.8949,101506.0437,101494.9315,101465.1428,101497.462,101466.1317,101434.6261,101429.4474,101449.375,101404.896,101383.8917,101379.5277,101372.168,101342.0298,101269.157,101278.1751,101259.0916,101220.255,101210.1026,101206.0011,101255.7749,101103.8917,101063.9787,101093.4769,101276.4592,101102.3498,101023.5423,101008.7351
4/4/2004,101498.5551,101491.6754,101471.1965,101440.9238,101486.268,101485.5316,101458.2672,101407.0672,101478.6516,101478.0438,101471.8996,101435.9645,101471.7719,101443.6758,101409.8195,101400.0281,101427.2605,101383.1953,101359.3242,101352.7953,101347.5797,101318.107,101243.7074,101251.0996,101234.7789,101195.323,101183.0039,101174.7477,101231.2594,101079.3875,101037.2438,101060.0914,101251.323,101077.7875,100997.5316,100978.523
4/5/2004,101557.5486,101552.5676,101533.2833,101504.0944,101547.2249,101547.1692,101521.2911,101472.6793,101540.4623,101541.1586,101537.2351,101504.5394,101533.1719,101507.2942,101476.6301,101469.8679,101492.3522,101451.8366,101428.6861,101420.8383,101417.3043,101395.3505,101318.3825,101322.1668,101306.0014,101276.0313,101263.1488,101254.5785,101305.8057,101159.2171,101119.5656,101145.6104,101332.9365,101160.4144,101081.0262,101066.3896
4/6/2004,101699.3398,101687.4411,101666.4961,101641.8562,101694.3079,101686.5114,101657.7401,101615.1516,101688.5476,101686.5685,101683.9801,101654.8874,101676.5913,101653.5792,101629.4347,101625.9734,101635.6023,101598.831,101580.8821,101577.1584,101567.0934,101545.07,101471.5582,101477.9869,101461.6964,101428.0085,101416.8967,101412.1832,101460.2131,101311.0923,101272.4599,101303.7901,101484.7067,101312.7216,101235.2237,101227.0199
4/7/2004,101471.5041,101473.1896,101457.1213,101430.0395,101454.662,101460.7919,101441.6604,101396.0181,101453.2813,101460.153,101460.7586,101428.2545,101456.1102,101434.4519,101405.3487,101396.9276,101413.8035,101376.5822,101354.8898,101350.2751,101329.3236,101312.852,101240.801,101249.4572,101210.9905,101186.097,101177.4749,101172.523,101207.0493,101064.699,101027.3771,101055.5387,101232.2118,101062.8137,100987.0917,100977.2225
4/8/2004,101137.995,101140.4396,101123.2173,101091.1293,101117.1069,101124.0313,101100.6424,101049.4126,101097.733,101100.4972,101095.9297,101064.5412,101080.337,101053.2816,101021.0785,101018.4893,101036.7585,101002.1119,100977.6168,100966.2702,100966.2425,100955.4205,100875.7688,100872.2781,100855.6978,100833.239,100815.4357,100802.5487,100842.7802,100701.5146,100661.6893,100687.7553,100860.6715,100691.0124,100615.4641,100606.2134
4/9/2004,101223.9844,101223.01,101204.2355,101173.5781,101209.6901,101211.3672,101184.0298,101133.0126,101198.2318,101196.2824,101187.3512,101152.0004,101188.6313,101157.3627,101120.183,101111.0086,101145.8434,101100.6172,101073.3095,101062.5513,101070.0186,101041.4929,100964.1135,100967.0398,100960.7009,100923.7943,100910.2935,100902.2775,100957.8966,100810.8185,100770.9866,100796.9825,100978.6202,100810.2094,100733.8356,100718.7809
4/10/2004,101330.0247,101329.5543,101308.0284,101272.4239,101319.4823,101319.3466,101291.692,101239.1447,101308.6682,101307.9618,101302.9766,101268.3491,101295.4642,101269.2595,101239.3808,101232.9132,101249.0818,101208.4585,101188.7866,101185.9901,101170.0917,101144.0547,101075.1694,101086.4215,101058.5641,101023.4975,101015.9868,101014.3697,101056.442,100910.4202,100873.1657,100903.6501,101078.3368,100910.7911,100836.4502,100828.3655
4/11/2004,101136.5672,101137.1418,101120.6297,101093.8785,101127.3816,101129.9102,101106.5188,101061.9102,101122.166,101124.2781,101121.4945,101091.8621,101116.9176,101092.5027,101062.6461,101057.1742,101073.9738,101032.6293,101011.9902,101008.6293,100994.198,100967.3184,100897.9105,100909.0781,100882.3266,100846.2621,100838.7102,100837.0465,100879.7664,100733.3984,100695.8621,100726.2949,100900.8543,100734.0379,100662.6461,100656.6305
